epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
105,3419.65,1.12098,1.46739,1.15382,0.0088,0.6516,0.46765,0.46867,0.38637,0.19795,0.44793,0.42878,0.3559,0.19651,1.76942,3.13654,2.27085,0.02095,0,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
106,3470.24,1.11093,1.41403,1.13562,0.00892,0.63773,0.48819,0.45031,0.40178,0.20913,0.49313,0.44203,0.39049,0.20459,1.76102,3.02316,2.251,0.02122,0,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163
107,3521.67,1.13701,1.42859,1.17223,0.00855,0.68102,0.40042,0.48967,0.40731,0.21165,0.49833,0.41383,0.38584,0.20494,1.75445,3.21653,2.21098,0.02095,0,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
108,3572.3,1.09482,1.33033,1.09096,0.00817,0.65129,0.46124,0.46293,0.41187,0.21307,0.47525,0.45034,0.38206,0.20641,1.77277,3.29062,2.18942,0.02105,0,0.0135204,0.00450682,0.0135204,0.00450682,0.0135204,0.00450682,0.0135204,0.00450682
43,63.4735,1.30294,1.75206,1.70121,0.01085,1.09354,0.46207,0.33428,0.34939,0.18514,0.45503,0.32779,0.32915,0.17583,1.77389,2.86748,2.31222,0.02171,0,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
44,119.679,1.3087,1.6994,1.65173,0.01036,1.02467,0.40696,0.34862,0.31672,0.17325,0.41769,0.34648,0.31734,0.16751,1.68675,2.73841,2.3724,0.02027,0,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313
45,175.338,1.25617,1.62424,1.54441,0.01029,0.93042,0.41351,0.45012,0.40103,0.22077,0.41021,0.44102,0.39044,0.21011,1.75371,2.94584,2.08755,0.0207,0,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
46,226.505,1.29101,1.65747,1.56485,0.01061,0.95194,0.39103,0.29871,0.27332,0.14488,0.3954,0.28421,0.26079,0.13668,1.85119,3.2223,2.98967,0.0223,0,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401
47,280.839,1.25376,1.60203,1.52072,0.01023,0.9178,0.40899,0.4025,0.35743,0.19193,0.41172,0.39167,0.34812,0.18098,1.78901,2.97874,2.32355,0.02104,0,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
43,62.4462,1.30294,1.75206,1.70121,0.01085,1.09354,0.46207,0.33428,0.34939,0.18514,0.45503,0.32779,0.32915,0.17583,1.77389,2.86748,2.31222,0.02171,0,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
44,116.768,1.3087,1.6994,1.65173,0.01036,1.02467,0.40696,0.34862,0.31672,0.17325,0.41769,0.34648,0.31734,0.16751,1.68675,2.73841,2.3724,0.02027,0,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313
44,64.4541,1.19239,1.52945,1.43954,0.00978,0.95852,0.46728,0.35831,0.36918,0.19539,0.44324,0.35043,0.33783,0.18897,1.72659,2.89313,2.27871,0.02026,0,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313
44,57.0493,1.19239,1.52945,1.43954,0.00978,0.95852,0.46728,0.35831,0.36918,0.19539,0.44324,0.35043,0.33783,0.18897,1.72659,2.89313,2.27871,0.02026,0,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313
102,57.3266,1.12126,1.38856,1.1407,0.00885,0.68746,0.52354,0.42458,0.41613,0.21721,0.51974,0.43243,0.40169,0.21053,1.7627,3.04565,2.27976,0.0207,0,0.0149167,0.00497225,0.0149167,0.00497225,0.0149167,0.00497225,0.0149167,0.00497225
103,114.045,1.11866,1.3758,1.13733,0.00848,0.6245,0.42664,0.43228,0.38868,0.21529,0.44484,0.41985,0.37513,0.2169,1.7672,2.99533,2.26972,0.02103,0,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
104,177.116,1.06288,1.31661,1.08879,0.00814,0.60767,0.42973,0.45017,0.38267,0.21401,0.42731,0.4321,0.37357,0.21471,1.77876,3.13296,2.30116,0.02066,0,0.0144505,0.00481682,0.0144505,0.00481682,0.0144505,0.00481682,0.0144505,0.00481682
105,231.697,1.09333,1.37942,1.1421,0.00833,0.63223,0.46893,0.40587,0.37332,0.2011,0.48964,0.41461,0.36281,0.20229,1.79339,3.13415,2.28102,0.02142,0,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
106,289.398,1.04708,1.34846,1.07687,0.00823,0.62033,0.46244,0.41204,0.37683,0.2084,0.46556,0.41112,0.36374,0.20563,1.74991,3.10749,2.26533,0.02086,0,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163
107,345.867,1.09833,1.32842,1.10207,0.00864,0.58819,0.48214,0.44982,0.42599,0.22668,0.49539,0.46854,0.41782,0.22753,1.73141,3.06622,2.112,0.02082,0,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
